fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Salvatore TATARELLA,1945,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Patrizia TOIA,28340,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,female
Gino TREMATERRA,110987,Italy,Group of the European People's Party (Christian Democrats),None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2009-2014,12-2011,male
Giommaria UGGIAS,97131,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Italia Dei Valori - Lista Di Pietro,2009-2014,07-2009,male
Gianni VATTIMO,4398,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Italia Dei Valori - Lista Di Pietro,2009-2014,07-2009,male
Iva ZANICCHI,41007,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,female
Andrea ZANONI,108329,Italy,Group of the Alliance of Liberals and Democrats for Europe,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,Italia Dei Valori - Lista Di Pietro,2009-2014,07-2011,female
Isabella ADINOLFI,124831,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,female
Marco AFFRONTE,124797,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,male
Laura AGEA,124811,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,female
Daniela AIUTO,124842,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,female
Tiziana BEGHIN,124777,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,female
Brando BENIFEI,124867,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Goffredo Maria BETTINI,124819,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Mara BIZZOTTO,97198,Italy,Non-attached Members,Europe of Nations and Freedom Group ,Lega Nord,2014-2019,07-2014,female
Simona BONAFÈ,124814,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Mario BORGHEZIO,21817,Italy,Non-attached Members,Europe of Nations and Freedom Group ,Lega Nord,2014-2019,07-2014,male
David BORRELLI,124796,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,male
Mercedes BRESSO,28346,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Renata BRIANO,124787,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Gianluca BUONANNO,124869,Italy,Non-attached Members,Europe of Nations and Freedom Group ,Lega Nord,2014-2019,07-2014,male
Nicola CAPUTO,124851,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Fabio Massimo CASTALDO,124812,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,male
Lorenzo CESA,28451,Italy,Group of the European People's Party (Christian Democrats),None,Unione Di Centro,2014-2019,07-2014,male
Caterina CHINNICI,124861,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Salvatore CICU,124854,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2014-2019,07-2014,male
Angelo CIOCCA,183793,Italy,Europe of Nations and Freedom Group,None,Lega Nord,2014-2019,07-2016,male
Alberto CIRIO,124772,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2014-2019,07-2014,male
Sergio Gaetano COFFERATI,96915,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Lara COMI,96775,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2014-2019,07-2014,female
Ignazio CORRAO,124856,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,male
Silvia COSTA,96917,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Andrea COZZOLINO,96880,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Rosa D'AMATO,124835,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,female
Nicola DANTI,124821,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Paolo DE CASTRO,96891,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Isabella DE MONTE,124803,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Herbert DORFMANN,96787,Italy,Group of the European People's Party (Christian Democrats),None,Südtiroler Volkspartei,2014-2019,07-2014,male
Eleonora EVI,124779,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,female
Giuseppe FERRANDINO,192634,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,04-2018,male
Laura FERRARA,124833,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,female
Raffaele FITTO,4465,Italy,Group of the European People's Party (Christian Democrats),European Conservatives and Reformists Group ,Forza Italia,2014-2019,07-2014,male
Lorenzo FONTANA,96993,Italy,Non-attached Members,Europe of Nations and Freedom Group ,Lega Nord,2014-2019,07-2014,male
Eleonora FORENZA,125193,Italy,Confederal Group of the European United Left,None,Lista Tsipras-L'Altra Europa,2014-2019,07-2014,female
Elisabetta GARDINI,58758,Italy,Group of the European People's Party (Christian Democrats),European Conservatives and Reformists Group ,Forza Italia,2014-2019,07-2014,female
Enrico GASBARRA,124817,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Elena GENTILE,124847,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Michela GIUFFRIDA,124864,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Roberto GUALTIERI,96892,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Cécile Kashetu KYENGE,124801,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Danilo Oscar LANCINI,192635,Italy,Europe of Nations and Freedom Group,None,Lega Nord,2014-2019,04-2018,male
Giovanni LA VIA,96816,Italy,Group of the European People's Party (Christian Democrats),None,Unione Di Centro,2014-2019,07-2014,male
Innocenzo LEONTINI,72754,Italy,Group of the European People's Party (Christian Democrats),European Conservatives and Reformists Group ,Forza Italia,2014-2019,08-2018,male
Curzio MALTESE,125192,Italy,Confederal Group of the European United Left,None,Lista Tsipras-L'Altra Europa,2014-2019,07-2014,male
Fulvio MARTUSCIELLO,124828,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2014-2019,07-2014,male
Barbara MATERA,96813,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2014-2019,07-2014,female
Stefano MAULLU,133326,Italy,Group of the European People's Party (Christian Democrats),European Conservatives and Reformists Group ,Forza Italia,2014-2019,07-2015,male
Giovanni MICCICHÈ,193706,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2014-2019,07-2018,male
Giulia MOI,124859,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,female
Alessandra MORETTI,124799,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Luigi MORGANO,124788,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Alessia Maria MOSCA,124868,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Alessandra MUSSOLINI,28429,Italy,Group of the European People's Party (Christian Democrats),Non-attached Members,Forza Italia,2014-2019,07-2014,female
Pier Antonio PANZERI,28365,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Massimo PAOLUCCI,124849,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Aldo PATRICIELLO,36392,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2014-2019,07-2014,male
Piernicola PEDICINI,124844,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,male
Pina PICIERNO,124846,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Gianni PITTELLA,4436,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Salvatore Domenico POGLIESE,124853,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2014-2019,07-2014,male
Massimiliano SALINI,125670,Italy,Group of the European People's Party (Christian Democrats),None,Unione Di Centro,2014-2019,07-2014,male
Matteo SALVINI,28404,Italy,Non-attached Members,Europe of Nations and Freedom Group ,Lega Nord,2014-2019,07-2014,male
David Maria SASSOLI,96864,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Elly SCHLEIN,124804,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Giancarlo SCOTTÀ,96996,Italy,Europe of Nations and Freedom Group,None,Lega Nord,2014-2019,04-2018,male
Remo SERNAGIOTTO,124794,Italy,Group of the European People's Party (Christian Democrats),European Conservatives and Reformists Group ,Forza Italia,2014-2019,07-2014,male
Renato SORU,124860,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Non-attached Members,Partito Democratico,2014-2019,07-2014,male
Barbara SPINELLI,124810,Italy,Confederal Group of the European United Left,None,Lista Tsipras-L'Altra Europa,2014-2019,07-2014,female
Antonio TAJANI,2187,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2014-2019,07-2014,male
Dario TAMBURRANO,124813,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,male
Patrizia TOIA,28340,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,female
Flavio TOSI,124795,Italy,Non-attached Members,None,Lega Nord,2014-2019,07-2014,male
Giovanni TOTI,124764,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2014-2019,07-2014,male
Marco VALLI,124778,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,male
Daniele VIOTTI,124791,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Marco ZANNI,124780,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,male
Flavio ZANONATO,124800,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,07-2014,male
Damiano ZOFFOLI,131051,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2014-2019,02-2015,male
Marco ZULLO,125237,Italy,Europe of Freedom and Direct Democracy Group,Non-attached Members,Movimento 5 Stelle,2014-2019,07-2014,male
Isabella ADINOLFI,124831,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2019-2024,07-2019,female
Matteo ADINOLFI,197826,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,male
Simona BALDASSARRE,197789,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,female
Pietro BARTOLO,197808,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,male
Alessandra BASSO,197610,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,female
Tiziana BEGHIN,124777,Italy,Non-attached Members,None,Movimento 5 Stelle,2019-2024,07-2019,female
Brando BENIFEI,124867,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,male
Sergio BERLATO,4746,Italy,European Conservatives and Reformists Group,None,Fratelli D'Italia,2019-2024,07-2019,male
Anna BONFRISCO,197788,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,female
Paolo BORCHIA,101039,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,male
Marco CAMPOMENOSI,35016,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,male
Massimo CASANOVA,197796,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,male
Fabio Massimo CASTALDO,124812,Italy,Non-attached Members,None,Movimento 5 Stelle,2019-2024,07-2019,male
Susanna CECCARDI,197786,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,female
Caterina CHINNICI,124861,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,female
Angelo CIOCCA,183793,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,male
Lara COMI,96775,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2019-2024,07-2019,female
Rosanna CONTE,197616,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,female
Ignazio CORRAO,124856,Italy,Group of the Greens/European Free Alliance,None,Independent,2019-2024,07-2019,male
Beatrice COVASSI,240478,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,female
Andrea COZZOLINO,96880,Italy,Non-attached Members,None,Partito Democratico,2019-2024,07-2019,female
Rosa D'AMATO,124835,Italy,Group of the Greens/European Free Alliance,None,Independent,2019-2024,07-2019,female
Nicola DANTI,124821,Italy,Renew Europe Group,None,Azione - Italia Viva,2019-2024,07-2019,male
Maria Angela DANZÌ,239258,Italy,Non-attached Members,None,Movimento 5 Stelle,2019-2024,07-2019,female
Gianantonio DA RE,197608,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,male
Elisabetta DE BLASIS,239262,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,female
Paolo DE CASTRO,96891,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,male
Salvatore DE MEO,204333,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2019-2024,07-2019,male
Francesca DONATO,197822,Italy,Non-attached Members,None,Independent,2019-2024,07-2019,female
Herbert DORFMANN,96787,Italy,Group of the European People's Party (Christian Democrats),None,Südtiroler Volkspartei,2019-2024,07-2019,male
Giuseppe FERRANDINO,192634,Italy,Renew Europe Group,None,Azione - Italia Viva,2019-2024,07-2019,male
Laura FERRARA,124833,Italy,Non-attached Members,None,Movimento 5 Stelle,2019-2024,07-2019,female
Carlo FIDANZA,96810,Italy,European Conservatives and Reformists Group,None,Fratelli D'Italia,2019-2024,07-2019,male
Pietro FIOCCHI,197607,Italy,European Conservatives and Reformists Group,None,Fratelli D'Italia,2019-2024,07-2019,male
Mario FURORE,197795,Italy,Non-attached Members,None,Movimento 5 Stelle,2019-2024,07-2019,male
Gianna GANCIA,197582,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,female
Matteo GAZZINI,239255,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,male
Chiara GEMMA,197794,Italy,European Conservatives and Reformists Group,None,Independent,2019-2024,07-2019,female
Paola GHIDONI,239256,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,female
Dino GIARRUSSO,197804,Italy,Non-attached Members,None,Independent,2019-2024,07-2019,male
Valentino GRANT,197799,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,male
Elisabetta GUALMINI,197618,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,female
Danilo Oscar LANCINI,192635,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,male
Camilla LAURETI,230085,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,female
Elena LIZZI,197611,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,female
Pierfrancesco MAJORINO,197592,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,male
Fulvio MARTUSCIELLO,124828,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2019-2024,07-2019,male
Giuseppe MILAZZO,197824,Italy,European Conservatives and Reformists Group,None,Fratelli D'Italia,2019-2024,07-2019,male
Alessandra MORETTI,124799,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,female
Alessandra MUSSOLINI,28429,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2019-2024,07-2019,female
Denis NESCI,239260,Italy,European Conservatives and Reformists Group,None,Fratelli D'Italia,2019-2024,07-2019,male
Alessandro PANZA,99283,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,male
Aldo PATRICIELLO,36392,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2019-2024,07-2019,male
Piernicola PEDICINI,124844,Italy,Group of the Greens/European Free Alliance,None,Independent,2019-2024,07-2019,male
Pina PICIERNO,124846,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,female
Sabrina PIGNEDOLI,197619,Italy,Non-attached Members,None,Movimento 5 Stelle,2019-2024,07-2019,female
Giuliano PISAPIA,197590,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Independent,2019-2024,07-2019,male
Nicola PROCACCINI,197820,Italy,European Conservatives and Reformists Group,None,Fratelli D'Italia,2019-2024,07-2019,male
Luisa REGIMENTI,197790,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2019-2024,07-2019,female
Antonio Maria RINALDI,197787,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,male
Franco ROBERTI,197801,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,male
Daniela RONDINELLI,197792,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,female
Massimiliano SALINI,125670,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2019-2024,07-2019,male
Silvia SARDONE,197578,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,female
Massimiliano SMERIGLIO,197791,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,male
Vincenzo SOFO,204334,Italy,European Conservatives and Reformists Group,None,Fratelli D'Italia,2019-2024,07-2019,male
Raffaele STANCANELLI,197825,Italy,European Conservatives and Reformists Group,None,Fratelli D'Italia,2019-2024,07-2019,male
Annalisa TARDINO,197806,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,female
Irene TINAGLI,197591,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,female
Patrizia TOIA,28340,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,female
Isabella TOVAGLIERI,197580,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,female
Achille VARIATI,239257,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2019-2024,07-2019,male
Lucia VUOLO,197798,Italy,Group of the European People's Party (Christian Democrats),None,Forza Italia,2019-2024,07-2019,female
Stefania ZAMBELLI,197586,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,female
Marco ZANNI,124780,Italy,Identity and Democracy Group,None,Lega,2019-2024,07-2019,male
Marco ZULLO,125237,Italy,Renew Europe Group,None,Independent,2019-2024,07-2019,male
